,name,x,y,z,class,size
409,Udala Prime,0.3346362042979223,63.117064595670634,59.04310898226933,M,19
410,Prometheus,46.73107665376526,4.984202778294156,6.133095564328261,B,6
411,Barzan,29.70028764548822,90.39133302603747,36.21762547987283,B,14
412,Pluto,85.28218216919014,90.93901920083962,72.31282738825541,M,6
413,Rivos V,71.55533152342419,78.02130634301024,20.056025107298293,B,17
414,Loval,58.91085344708949,0.7029203813619156,20.357837754636044,M,10
415,T-Rogoran,27.726564569677357,5.728025107762336,1.0090606689024728,A,1
416,Gorlan homeworld,91.03391020575343,22.522370226848977,43.748192660820976,C,3
417,Nechani homeworld,4.510067722032318,13.134940814490669,88.2734380673422,M,8
418,Halii,10.946759867911515,39.88360297037295,5.190094358730901,B,8
419,Nasreldine,39.16301405403561,92.26230580877896,19.111870949600263,M,15
420,Yadera Prime,12.443755729685634,47.206043419699824,31.008453834275507,B,7
421,Ramatis III,95.6415697559425,1.340262643216561,73.17247365642129,A,11
422,L-S VI,79.79893221433834,28.274568957876202,64.06355928025866,M,7
423,Loque'eque homeworld,25.898265160181367,4.459490837296154,41.5943904581855,A,4
424,Halee,58.85542289732454,3.6287622613502157,75.90689392583757,C,12
425,Devidia II,98.23305150800816,27.571985309555224,60.96310116569019,B,6
426,Malona IV,88.4198978131503,27.56123386789454,89.60407996572191,B,14
427,Orion,60.079844644219804,78.7126602601604,81.8026749138693,A,12
428,Andros III,90.37239671752705,97.4834652781112,25.281360608920057,C,11
429,Enara Prime,98.91849098133589,37.12070938899983,27.14385776342002,M,19
430,Mariah IV,74.33528228936241,42.88868788610386,12.535647579238562,M,5
431,Nagor,6.4986409482894025,84.47894362860214,33.69647257174565,B,14
432,Earth,40.15802364254875,26.813902009551338,99.95439187190944,A,16
433,Cygnia Minor,83.78257352832455,15.638180440344795,40.5751168615061,A,13
434,Arkaria,23.0569195805019,85.30896234036504,22.04884346891064,M,4
435,Psi 2000,83.06425177506246,4.650058644006549,76.2482884475553,C,11
436,Gamma II,12.033876203499593,61.96994401994157,54.24710034626561,C,17
437,Beta Agni II,4.694535714781301,56.199284746680675,14.960144952695254,M,7
438,Nervala IV,38.40906114912496,34.59204475016943,38.06896811608658,M,14
439,Fendaus V,3.6731937426613626,31.5189521097359,41.44697155393433,A,11
440,Epsilon Canaris III,95.72702629833256,77.18577261816213,75.38297005692186,C,9
441,Tanuga IV,82.62056957939659,8.642461076254648,2.0671368891904462,M,13
442,Khitomer,80.07696871298751,23.67843093113854,26.901964679831046,M,18
443,Klendeth,62.97779229961531,73.24487318380898,51.7596301315522,B,11
444,Gonal IV,21.63240230365535,54.83205837264242,26.884674245284334,M,15
445,Fahleena III,51.82603666763922,12.798820853358638,62.84340474189989,M,19
446,Antos IV,59.7274072430341,88.213561428206,48.18674792746166,C,1
447,M'kemas III,52.50315008602682,39.34478465635915,36.17102548595806,A,4
448,Ohniaka III,26.02333679515273,82.78683753221728,94.92086268705123,C,14
449,Hanon IV,51.52479243147259,78.77130155277086,63.21594991864574,A,14
450,Terlina III,49.118634086862656,62.4425446471728,12.994137226794123,B,3
451,Barisa Prime,99.63357758067242,49.448113129509295,56.00916974433955,M,17
452,Drayan II,89.74361480462039,97.95508403817568,78.0731853200901,B,3
453,Qomar homeworld,46.33807482156199,14.496507237981703,70.84896974927973,A,16
454,Sigma Iota II,62.29373829351187,72.51557275511148,17.20892292952594,C,14
455,Dulisian IV,74.78716040922285,19.1190701464789,97.24199990401033,C,13
456,Daled IV,3.486516023382491,33.82631053323484,44.8813645746606,B,15
457,Tilonus IV,89.49214412278398,30.869874337319526,15.902500374026129,A,14
458,Veloz Prime,86.01268164179238,94.7035987738723,18.019575412814792,B,19
459,Manzar colony,45.74320977737073,96.73561777882752,9.823499218908049,B,6
460,Napinne,39.11697660803798,18.301544423472716,80.35181084349344,M,10
461,Minara II,27.295937485631494,2.2035160297504186,12.203049432184866,B,15
462,Wysanti,47.66768283303684,72.00080396631131,12.512525714174693,M,6
463,Iadora Colony,4.437666353323677,41.798993387048434,85.04716147608377,M,10
464,Browder IV,85.21935333470077,8.884024508756438,34.46040844475596,C,7
465,Thurasia,3.542236841854507,68.37541055770426,3.085790430807245,M,17
466,Yalosian homeworld,32.9051365369871,54.51055282606997,5.189529951841088,M,18
467,Iraatan V,93.158948831899,98.0516822001106,14.217044670389555,C,17
468,Atalia VII,73.52126545234528,22.740949586137894,21.339334797568952,B,9
469,AR-558,28.139096057752678,40.397787632654826,66.51461942384054,A,10
470,Parada IV,25.26490939608851,54.254580339542294,15.732628000182824,A,10
471,Beta III,0.5082139818025966,79.16999884533517,11.8874391177072,A,7
472,Bersallis III,69.57142928497501,54.88386567200587,76.47191414762791,B,16
473,Cygnet XIV,4.878358167317309,61.29001608619492,67.10552838599145,M,18
474,Ophiuchus III,53.26025194007621,22.614705158994074,43.53242214552362,A,6
475,Rigel V,96.21219725920498,84.69187280885599,54.9309771480104,B,1
476,Borg Prime,10.94688600544539,42.86305469704757,31.198402032641848,M,1
477,Omicron Delta,89.44799309680674,14.095962752176927,48.25004202353607,C,12
478,Breen homeworld,99.14753351450481,66.41879145054173,50.66726489827458,A,2
479,Angel I,6.151702623923505,21.60904531853075,38.723727117809595,M,4
480,Tamar,88.29062691374612,9.756251023929973,90.65722106721627,A,17
481,Makus III,51.607902044361666,86.19869084042723,1.6061864981006146,A,4
482,Kora II,90.651371944458,46.016226448843966,78.21712630912462,A,11
483,Grazer,57.131894191957414,74.92837126957764,12.438283124132433,M,4
484,Garadius IV,66.21120101065647,29.05875598063551,79.75473605371994,B,1
485,Gamma VII-A,54.37789079973992,78.69701349176663,61.59119156767212,M,7
486,Ajilon Prime,86.44928803073485,11.193592702153033,84.32780909364024,A,18
487,Ramura,73.39099189537018,35.597337379485275,9.751432564089747,M,9
488,Ledos,52.12603121804149,97.80618179735285,55.898063409977404,C,3
489,Palamar,86.8160804051547,79.39897163680061,50.108788026219706,B,8
490,Tzenketh,24.528553225533457,49.72559303146882,70.61931829633586,M,19
491,Irtok,15.734065970252598,33.97774715618851,53.42905518936758,C,4
492,Triacus,16.04001053300721,87.21357000224765,54.07345671331042,B,18
493,Boreal III,33.40088787452379,54.48477590845157,42.95959435760647,C,11
494,Kyria,23.869003130101753,75.84250178691111,30.883442400734083,B,14
495,Calondia IV,93.00903505097386,75.4107680316164,48.226436125219216,M,18
496,Carnel,10.583409382858399,1.794567856849183,11.849235876840059,C,16
497,Beta Niobe I,69.89907380395877,12.625378279261346,96.15133389830848,A,3
498,Bracas V,18.92215397850059,65.96293663947422,71.44107636265983,C,15
499,Lappa IV,88.16371327703501,16.161981128587144,95.24671166878468,B,4
500,Pullock V,96.13152881849074,25.54933446556047,22.672738232996327,M,5
501,Relva VII,46.547000876998354,94.66379541996072,87.9341020176528,B,17
502,Chrysalian homeworld,87.90714802281316,56.01822583749119,80.87899845635384,C,7
503,Kenda II,0.5145170754714767,75.07295069993472,67.71524124576736,C,16
504,Kelemane's Planet,81.99469174081001,55.798073878263985,62.502918608520574,A,14
505,Mari homeworld,22.86251615249235,55.25136147827252,31.654966526787,M,16
506,Epsilon Eridani,90.87013092693678,9.41519101256979,81.64107849650307,M,7
507,Balosnee VI,0.11201114801094869,34.3663192609103,50.15154614797338,C,9
508,Epsilon IV,55.6181735039757,28.24308986865117,7.089157589128536,M,4
509,Kesat homeworld,75.66358037849346,39.07283656136132,31.286316085513,A,11
510,Iyaar,25.868833069790796,79.83441882243282,93.52970985453275,B,2
511,Rhymus Major,19.313286458729305,37.19326679168648,85.06802606048463,M,12
512,Hanoli,8.409822446798465,45.16968192316827,98.19056980765392,C,12
513,Beta Aquilae II,32.6433576503293,39.73813904853165,62.79933826040981,B,4
514,Adelphous IV,55.98443123088295,9.340797197529561,24.751007314041196,B,18
515,Rochanie III,11.584385678025766,44.10721582507837,16.281504967686377,A,7
516,Devos II,37.66953619867988,19.560927304451504,18.691444060846163,C,1
517,Deneb IV,0.9072404652724964,18.672329577304147,1.9795658347254386,M,13
518,Potak III,81.86794204998418,9.403610443426636,39.06821109859392,C,6
519,Chaltok IV,12.844871809319136,35.667097414176475,19.14276804995425,B,6
520,Sierra VI,28.33429482655816,75.74818847894174,41.16554604567024,C,12
521,Gorn Homeworld,1.842771873821747,27.644169058339607,93.49944318387654,M,8
522,Tiburon,43.22407838925123,31.234910188551357,43.05402095071899,M,19
523,Yonada,84.01215027412188,64.26746576724236,87.79844969848348,A,5
524,Vendor,39.21512114451966,19.58408125869189,60.55047666158765,M,18
525,Talos IV,17.94973234238334,89.69579304235343,24.71315546613919,M,5
526,Torros III,75.36988340505192,52.01905232515544,35.58547592592114,C,10
527,Benecia Colony,78.88069818707443,44.7602940320217,8.391953582142941,C,1
528,Hanoran II,17.37534753075668,55.78201919292014,33.34625935960105,B,10
529,Boraal II,77.08541085409898,16.603431341619547,67.7540945503534,A,5
530,New Gaul,94.7297888256338,61.34731386391763,7.211109292943519,C,12
531,Omekla III,16.637758693227234,36.31007366340104,20.540140847802935,M,7
532,Bringloid V,77.09842925321355,89.7186340964619,38.14410414133115,B,9
533,Polaric Ion Planet,70.85720046026293,16.885420667768614,98.20495370159625,C,12
534,Styris IV,47.35738884350885,50.705110386544106,78.48618229588801,A,1
535,Sothis III,5.79204605587983,59.8112629369018,73.3486746492104,A,11
536,Mudd,7.469441775785402,3.3383601786381223,11.619095652544598,B,15
537,Qualor II,85.24146591986477,36.369312475614024,78.09958936149914,B,2
538,Kolarus III,99.0148372750647,73.26352347008329,78.52688115160151,B,7
539,Vega Reticuli,67.60522571867544,82.03775074489734,60.110269562432826,B,12
540,Memory Delta,44.59583070103215,31.316199481728233,99.0361781998372,B,18
541,Maranga IV,64.75736434019076,79.85932723827513,32.525390592455196,M,3
542,Monac IV,59.43958592285453,96.77558771033888,94.12724482418517,M,7
543,Kelvas V,38.36122604056218,85.6873936075094,91.47311149565036,C,11
544,Platonius,6.562614457401295,11.76439881593252,1.1480659749377842,A,18
545,Sarpeidon,82.15129474074409,73.97303320855406,45.01165264748111,M,12
546,Mataline II,37.18335292387246,31.966683244054472,97.71042330515733,M,6
547,Altair VI,81.87856433570937,98.84159894120765,10.312136240807579,M,5
548,Beltane IX,25.25087496883822,48.53589831598871,54.778469438331946,C,1
549,Halana,0.10294798456333965,12.243389835894103,97.89575070411041,B,12
550,Gideon,15.893828327675653,72.51855480273908,55.549542410586014,C,11
551,Boreth,46.85394167685843,32.30111983862138,18.9815302972156,A,4
552,Pentarus,94.43036349578298,99.70781570816617,58.218323009258974,A,18
553,Lya IV,10.2193619693719,97.97824578545219,20.444057394954683,A,4
554,Wolf 424,85.4209774461566,65.61340180205806,51.970426289448426,A,17
555,Epsilon West IV,52.702409621186206,12.982644895171758,7.4042217912348,M,2
556,Keto-Enol,82.59207657998967,68.68609976750291,60.548266921440465,M,2
557,Trill,29.837443098999263,9.30304864600272,51.67899391281582,C,12
558,Trelkis III,83.99471646724719,2.9364159102392318,74.0161368761463,B,6
559,Sumiko IV,77.28227800168045,82.2958446221486,63.0700471158785,A,10
560,Delb II,23.005368303143392,20.975294768368137,54.96062685307567,C,16
561,Melina II,13.133512640937806,37.90271262190974,68.97788492481212,M,14
562,Idran,86.80543225322928,97.34573899761732,14.394191357223086,M,7
563,Galdonterre,96.3236653440132,33.684050186110326,59.535966125860405,B,19
564,Alture VII,3.130231374751624,29.648978128331528,17.211060282277767,B,17
565,Penthara IV,73.12700669736856,91.82079996227752,92.55222078518808,B,9
566,Ligillium,90.95245109478184,11.074844531895812,6.833410484560421,C,13
567,Kabatris,85.73600920924986,75.95824101146317,43.03747496907933,M,5
568,Torman V,96.45204722702086,98.8065566652774,69.57974776554448,M,5
569,Tracken II,76.00940784380971,90.12960107746488,45.80222116682587,B,10
570,Kotati,44.22987623809102,65.1667918706426,9.209525323290235,A,10
571,Veridian III,31.195199049513043,31.406079499273197,55.337901612670734,B,7
572,Parsion III,32.07427404381274,25.43219811783167,64.16319088273545,C,15
573,Sigma Erani,72.4422672614117,81.92551048714611,70.37923109905077,B,7
574,Farius Prime,74.58370120309642,87.98219139516952,37.32598144627589,B,15
575,Ilecom system,20.035914354871267,52.54349125456928,56.36599710287622,C,3
576,Deinonychus VII,86.8122813490531,24.433994078646613,45.06864749389131,B,19
577,Tarkalea,71.49240402022477,11.294320841117356,67.20560387522534,M,10
578,Tellar Prime,56.27502863433826,8.717946783183116,58.35569673248185,A,15
579,Lorillian homeworld,47.15324601025127,71.90774473538556,52.57562195591349,B,3
580,Neural,54.32328057899581,42.0118727847725,24.952436683824864,C,6
581,Ventax II,15.924573827926448,90.53598742778703,0.20185177482339167,A,12
582,Wrigley's Pleasure Planet,20.37012492762742,73.96713007267637,17.408167531142926,C,15
583,Fabrina,9.116449040619168,19.12604179145867,11.706604142416865,A,6
584,Dekendi III,15.365803816111267,61.377741881569904,44.90847450109467,A,13
585,Galor IV,45.36936346052827,43.550545439815934,61.22581507618447,B,19
586,Yalidian homeworld,53.03543937282561,57.72497307686131,21.308500868480817,M,3
587,Norpin V,1.7861892478319374,73.80691233385171,93.90570959671871,B,8
588,Nausicaa,79.67978278640275,80.61958810037908,0.6682129223887778,C,8
589,Xantoras,29.416797334347788,84.37373264067243,77.23010151653429,C,15
590,Xindi Council Planet,91.18360349599111,25.397487457202473,62.52047695304422,A,4
591,Alpha Cygnus IX,96.75112636137777,3.1115599917357684,37.35548010476819,A,19
592,Avenal VII,18.545887467665434,73.92947351647732,5.048894441240792,M,3
593,Tau Alpha C,46.20972907656606,10.634372625577459,62.74865717842793,B,13
594,M-113,0.12318351664258875,31.491958861296766,38.56135128656481,C,8
595,Altair IV,59.832726512242694,0.38171341243471435,93.62671394132191,A,16
596,Khosla II,60.730644826267124,68.166948240162,54.19900748897659,M,13
597,Garenor homeworld,24.753995560337515,16.713201147122124,93.96515112935082,C,3
598,Brunali homeworld,55.841267258319796,65.52824096916582,22.04836934733041,A,16
599,Telsius,22.554014244373544,99.17426171678389,72.57259103641033,C,9
