,name,x,y,z,class,size
664,Lissepia,47.92789285762873,83.81521835519244,41.93896116669716,M,13
665,Gamma Canaris N,61.574202194224284,28.529033835731642,50.00801182715826,B,18
666,Sarthong V,32.90174378146622,42.91825933963569,78.50977140957076,B,15
667,Gamma Hydra IV,47.01825926966651,26.777667548833417,59.8845400079439,C,11
668,Loren III,74.42790655949555,78.91608465887315,20.109872744266745,M,19
669,Delos III,87.18327789731212,57.3349345635218,59.023265915089276,M,3
670,Suliban homeworld,43.36553339563889,65.88250701400705,40.76328579796558,C,7
671,Ilidaria,4.366165770736119,25.230724983940654,46.95255420438627,A,14
672,Sauria,16.167254414680265,22.02253013773151,2.8311274402667785,B,14
673,Septimis Minor,2.08611392915381,48.83746289829387,21.00293495162816,A,13
674,Arcturus IV,65.32630192373301,73.75657490928268,28.103808138102828,B,12
675,New France colony,33.23146253551089,52.523975752016014,71.29600078588058,B,9
676,Faynos,54.24786357193675,3.2645677545668605,1.1492473298115313,A,1
677,Corinth IV,49.32768467837996,86.85515063202888,40.8777261229132,C,19
678,Skagaran colony,8.15264895524267,6.468689351513158,92.40268704257329,C,11
679,Sobras,40.32613611238318,95.58244837207522,11.188061654912385,B,19
680,O'Ryan's Planet,22.056112492232327,2.5141958277272725,51.642438821861106,C,18
681,Starbase 73,41.83997886676527,69.44504561307087,78.65223823908471,B,12
682,Canopius Planet,20.35782803422427,8.220706371178165,94.25313075201167,C,1
683,Acamar III,84.04524062769335,91.06765794351396,74.67766395337179,B,19
684,Sefalla Prime,17.419333657825366,46.443323622554274,72.05655486444061,C,17
685,Valo II,96.0780551486977,13.752377481701538,82.64880901957625,M,5
686,Tavela Minor,41.59073661469408,34.08156997898466,44.62012209775437,A,3
687,Planet Q,84.62452920190493,16.482467534676204,80.58445326178331,M,2
688,Bilaren,62.876481820594506,17.058191155709,0.7964404745451126,A,3
689,Troyius,73.53502986657526,94.81083201714422,92.45610553768049,A,8
690,Kavaria,76.77238880667802,44.52461122847882,44.33065095171753,B,16
691,Marcos XII,50.48448818930178,78.88022639053595,55.338018786574764,A,6
692,Shiralea VI,54.33005233632884,63.960556117768185,25.48822489148823,M,13
693,Nova Kron,51.3995867808725,67.64263623383923,74.25308328404215,M,16
694,Theta 116 VIII,58.80583780900792,13.169343847203852,7.663580647524881,C,16
695,Ogus II,2.9394445756507293,23.418444681548568,87.26358025468353,M,3
696,T'Lani III,39.551516984901525,78.67503351544369,82.81168290063428,C,13
697,Minos Korva,60.618871356117154,97.0766206474783,21.60601162447664,A,14
698,Velos VII,59.77235652558643,26.26756425986517,80.93243982852624,M,8
699,Malkus IX,79.29560946056316,27.156876475103985,78.63577330614815,A,12
700,Cardassia III,65.50093388321085,47.289713281090485,63.2216597753949,M,8
701,Endicor,99.21333163406723,98.38403128554378,37.352017689968754,M,9
702,Theta VII,28.3854528608645,26.895894582647106,27.149875418186788,C,1
703,Rha'darus,35.915102966623145,40.69719096342639,23.178359028935002,A,6
704,Tarod IX,38.38471518677963,89.14800156235067,31.860896276360716,M,19
705,Beta Aurigae,46.581280702024856,0.29210326213620075,90.35584434325304,B,11
706,Draylon II,83.59980637812095,3.9765964988569547,7.764077598878128,A,11
707,Quadra Sigma III,23.579209395920987,60.40716770712192,82.88712762529586,A,13
708,Draken IV,77.60002070354295,90.7380164712847,34.88900750418236,A,11
709,Camor V,40.53101830857434,23.885666040192767,52.15993960113582,C,18
710,Signet 14,60.18553836620085,46.9641774680709,79.44856336484906,B,15
711,Titus IV,63.25405332263061,45.04653016578183,88.43765470229712,A,1
712,Rakosa V,37.28486371889345,47.297134609551016,34.4781420072647,M,7
713,Ufandi III,51.26152052058052,62.25196957297452,46.18434812751103,M,13
714,Japori II,41.3031174647697,46.974376299068375,41.45160648167923,C,12
715,Star Station India,6.913278618661945,44.74681413224578,1.3251033503910548,M,18
716,Setlik III,43.71653888168265,47.42884204312605,29.59428888586566,A,19
717,Cheron,9.739339255355217,59.086744127104154,45.918923373256185,M,15
718,Morikin VII,40.50207990803215,53.70074883513583,41.10936088804398,A,8
719,Hemikek IV,59.291839983178185,85.41359976505044,72.19292275156795,M,19
720,Kantare,57.941489934350074,4.9496853493666615,38.480361722110324,B,10
721,Decos Prime,66.26212790083204,83.33170714730124,48.937644897067024,C,7
722,Taurus II,9.526150795462629,84.3924612611724,42.96085921323633,C,18
723,T'lli Beta,65.21232455304379,28.490802153096084,74.06261488943706,B,16
724,Tessik Prime,31.214805669644708,46.285195501585065,86.29723989869625,B,6
725,Indri VIII,39.90459461371111,43.85384885374355,53.18890790075142,C,9
726,Gamma Vertis IV,85.79862539227058,21.850983435413028,78.94321941951912,B,13
727,Harrakis V,0.9030404129550251,39.67968470863165,29.678668201985058,A,8
728,Holberg 917-G,58.84126333406054,4.438777217085443,54.13696101572687,M,16
729,Nigala IV,59.87139801001076,27.782207278173445,34.52299536699724,C,13
730,Ardana,39.665977634356196,81.66821754507181,41.42009255718303,B,13
731,Taurean II,23.702785710833616,28.456230176289754,73.24138648126686,A,17
732,New Halana,23.46740382615511,81.82066687482475,88.16624823327128,C,5
733,Omega IV,88.37096696607526,53.15994646044309,12.14953910877654,B,17
734,Dedestris,44.20243737828575,87.98626773611599,63.46392564873805,C,9
735,Runara IV,33.08893629891719,57.47795542644152,58.21438075777985,B,2
736,Xerxes VII,44.877757383140306,2.966822306473982,11.841503917593188,C,18
737,Solarion IV,66.93904014593613,67.54202075470891,21.189433044010908,A,9
738,Kesprytt III,14.57565682447517,4.485356802356866,31.100249473268025,A,6
739,Earth Colony 2,44.94338352137377,45.0597018983134,16.693107081750146,M,11
740,Epsilon 119,58.7884371110387,92.9426694473114,24.372948252434178,C,6
741,Solais V,94.85833548514337,16.520393933785016,26.76007988617075,M,6
742,Toranius Prime,25.252778207541926,38.98723529415441,33.56738330390596,C,13
743,Amleth Prime,35.92507479162455,72.98603088484784,74.9390452801159,B,11
744,Narendra III,37.93585899224238,88.22585560948475,57.19122038506007,B,14
745,Mab-Bu VI,60.553815764488284,67.09430047425079,98.62466719514015,M,2
746,Dytallix B,35.67320530400016,25.81732541911692,41.4735826967471,C,8
747,Tarsus IV,53.35119252996956,67.46078529162162,75.3865073836925,M,3
748,Marijne VII,78.17903298450294,29.672764110409,87.14684213765338,A,3
749,Tarsus III,70.53855941122036,71.84292298187353,67.8978493038042,M,1
750,Dosi homeworld,44.636864651258556,95.40331275850406,41.1864740417496,M,19
751,Rhaandaran,86.42161776741689,72.13934511062882,75.35946307457529,B,18
752,Talax,55.81402495938629,86.28805029124123,20.366713777268487,M,17
753,Althos IV,53.99058395022125,0.2103843175883413,32.75521651801324,C,13
754,Miri,3.4187765939158177,71.75721247315944,54.66852550992888,B,3
755,Xanthan homeworld,98.66929803571615,82.95875568652504,57.54093872861483,M,1
756,Athos IV,12.297080852962672,4.055873754468142,2.2141475472629457,A,4
757,Evadne IV,23.11309124276466,87.15977272882306,94.51141887560087,M,13
758,Alfa 177,5.169683724152696,25.669422831004585,69.662727121739,M,17
759,Sarona VIII,64.00029668369137,66.52921019780553,49.57037502318911,M,11
760,Aldea,22.470117697267998,80.03548790234066,93.31272344083084,B,2
761,Ceti Alpha VI,18.001043747272348,66.26645130593555,43.90955652508285,C,16
762,Tartarus V,8.855558422324139,9.228479207325723,98.04355702703718,A,2
763,Taurus Ceti IV,10.330895712401567,59.63215188603683,51.22847572434851,M,19
764,Thera,58.467070044258875,54.95836567221436,11.428576999797945,C,19
765,Solosos III,68.82078658665954,90.03212680742715,76.48009724592772,C,16
766,M-S-1,39.7378988464401,40.42397296442092,67.88977250778404,B,19
767,Dreon VII,47.989708159207325,32.108109708705015,77.29867213055867,A,9
768,Ellora homeworld,68.59677359829841,74.98507644364662,95.1442028725681,B,1
769,Taurus III,1.7379790185479638,41.267532608339664,77.64893026510181,C,10
770,Milika III,32.31306570702785,64.6096175005063,61.133660221664684,C,19
771,Trialas IV,97.30977480703464,64.64500901246069,85.7308902360841,C,1
772,Tantalus,58.01122296954681,88.80390643601179,67.32464393545315,B,2
773,Zadar IV,25.422457989749326,59.869240231909735,40.81190568259231,A,16
774,Alondra,52.17300466362131,50.21536099619869,88.56197642417733,M,12
775,Coridan,34.26534881209153,13.8871326396517,22.190046078437287,B,8
776,Genesis Planet,53.22449888262991,11.573760667870536,71.46412749087241,C,18
777,Tagra IV,12.574151180664883,15.432156528307939,88.1563454940757,B,2
778,Ruah IV,13.271465381927738,17.18484813270945,73.13165197032963,C,13
779,Tau Ceti III,14.354236203939285,63.78770926636339,69.72754190538569,M,6
780,Zed Lapis,93.98197919268418,74.09812502745785,75.26382940718361,M,6
781,Korma,73.28989183413418,52.999152292641874,46.50552483006444,A,9
782,Marejaretus VI,16.23818946623209,82.9017732545491,87.4170682157026,C,16
783,Andoria,18.834908376560143,99.12632267336332,20.34364751360912,A,11
784,Cardassia Prime,73.08294748708764,82.0012629119356,12.73864160003393,A,7
785,Argus X,15.616384479217393,69.48823736759591,28.550878011851154,M,10
786,Beta XII-A,23.456129333482867,53.24926994371466,53.157739677499315,B,10
787,Beta Kupsic,96.3346832820399,44.88530716747082,51.05617954093381,B,18
788,Vagra II,25.530652472843187,8.439238054454234,82.05987576765867,A,9
789,Kylata II,66.16323503711467,39.93687483946909,40.45686564040174,M,15
790,Theta Kiokis II,97.86312874005304,91.01346367821343,48.434442629150865,C,4
791,Berengaria VII,37.42967671397926,80.8022629906553,1.3367683259395635,B,8
792,Kabrel II,1.7515990862062236,21.60513650116872,40.973923644293905,A,9
793,Regulak IV,24.414729042237425,46.660778469721585,64.77742329503421,B,13
794,Astral V,83.08771913417054,81.67232025585446,1.5508330626592182,B,9
795,Bynaus,86.46088359550367,6.738455478552252,28.088196518624375,C,4
796,Brax,76.85193645237912,38.73925856686593,20.795635928938992,M,17
797,Matalas,11.310981907657302,85.18412368739476,4.198542890958823,C,16
798,Magna Roma,79.55103716964031,40.389786417012374,47.92600899145375,M,15
799,Hurkos III,91.86777969935042,7.761464473144086,18.17232932281565,B,3
800,Hottar II,60.06095425462361,54.253436853225146,74.30815396313801,A,5
801,Deriben V,94.08753563380648,86.17424949182954,84.79278837633485,C,5
802,Sirrie IV,82.68388837118775,59.02855429531597,54.55851826691478,M,15
803,Sakari homeworld,66.69715169909072,22.627910821423182,98.17073425211416,B,18
804,Sikaris,57.718523671174815,38.423962013738134,45.04785714705953,M,15
805,H'atoria,34.85736672419705,45.01233611819322,51.33682102249155,M,2
806,Bokara VI,15.928744524280514,57.92663538205268,98.92177539577501,M,13
807,Alastria,60.49539226905408,75.93510257526131,23.154843596504882,B,4
808,Dorvan V,31.81115536181195,9.88736176406354,94.25459396769052,A,10
809,Jaros II,86.64386675276454,88.96520330175663,4.283755511911325,A,13
810,Kelva,99.33369373586285,1.230970301607559,44.638689026319476,A,10
811,Ligon II,75.24277626155725,37.005233467425526,7.000351213306577,M,9
812,Ktaris,9.048169528705074,2.7420309972657653,72.9234742913643,B,8
813,Vandor IV,28.86855955306381,39.297422534529126,60.84089358800178,M,3
814,Katarrea VII,10.910963176574972,52.58125988733238,70.66342634675964,A,16
815,Icor IX,65.05116477917157,51.16813865815117,37.4480399968017,A,14
816,Yridian homeworld,76.51908645557846,16.562834702826535,36.94819340313803,B,9
817,Rigel XII,92.56748308807119,64.57405100956123,4.53192789608946,M,11
818,Omicron IV,43.817234641198766,4.477845050466822,34.99449395296398,C,3
819,Quarra,90.13756495884444,76.19068201324154,92.92884022620595,C,5
820,Ligos VII,87.78911590413276,94.66444339935462,37.9226537180449,A,10
821,Avery III,31.71957167653986,33.97688271511179,83.13677062219699,B,13
822,Folnar III,86.8900625540571,51.72393817143319,84.2325504749934,M,4
823,Son'a Prime,37.56722518817265,37.891027805881436,37.324115637923384,M,13
824,Kentanna,29.68692745602808,0.6710390304059954,63.19886803961891,A,12
825,Zibalia,64.90746587943931,38.587450289511594,9.537160227305863,A,5
826,B'Saari II,32.83812278850811,79.17202592613465,10.36785807342765,M,10
827,Volchok Prime,63.02087483291442,59.59888421834818,4.865766366171331,M,9
828,Torna IV,60.98318054986945,10.125991461515893,58.10150933751095,A,7
829,Beta Antares IV,56.34389273484588,84.7139489693785,42.607097762609705,M,2
830,Kabrel I,38.04197042327977,53.108534488524285,54.80323566642401,C,7
831,Zalkon,54.849972165147676,84.17233617446762,52.10731905083878,A,8
832,Lya III,59.64854749854216,58.02215187850294,35.02029910907303,M,7
833,Rutia IV,54.56868884954734,55.96884448379399,67.7473414823473,A,14
834,Fina Prime,44.441945275120155,10.52591851970124,75.85018809163907,B,19
835,Rekag-Seronia,1.466705704626381,16.735973313862797,1.4628258877675715,A,5
836,New Berlin,58.706170770115094,97.20252564965911,20.72422997688783,A,18
837,Alpha-441,16.844438514271964,22.848674675477078,71.32358680833369,B,12
838,Kazlati homeworld,64.25759689471896,97.7452117990368,38.66201726338342,C,17
839,Secarus IV,75.9344327922866,53.19127065242634,66.24839469416082,M,13
840,Valo III,50.04453091307415,13.578904706393713,34.696265973455844,B,2
841,Machine planet,54.23636649797383,9.930220275369294,39.07551523296371,A,13
842,Starbase 123,95.14785596659911,20.886407070574,15.867887368968493,M,7
843,Kolandra,84.71673613725741,92.56373300253358,25.823101966616,B,10
844,Juhraya,91.42365159514699,41.41502243282268,60.541175750758725,M,6
845,Porakas IV,81.37662883195864,39.54342679929144,43.31631113151664,M,3
846,Cardassia IV,10.891834184673144,31.320626107017404,77.43026829445951,B,3
847,Cor Caroli V,14.899185597019471,14.706185056658839,85.25849549383427,M,18
848,Kar-telos,52.662379726895956,48.78511971924064,54.164641821675986,C,11
849,Oran'taku,24.606965879799823,13.00477825111387,75.82672920560591,B,5
850,Prophet's Landing,47.66954750411592,83.54802363823276,30.690451319457,C,19
851,Alpha Carinae II,39.43653238183502,37.03969862753065,41.49712154000782,A,19
852,Merik III,54.941423843045335,37.48035677817963,71.2777676216831,M,15
853,Xanthras III,74.68757161358226,47.40064284831559,38.62119928170307,A,16
854,Scalos,71.54909070992744,44.41277131657516,58.85049351589888,A,9
855,Callinon VII,52.12341324853343,99.48579730593215,18.53727790825115,M,4
856,Meridian,82.23934188170581,54.53811212183025,59.9771314970498,B,15
857,Umoth VIII,43.08620915380333,8.820170378987068,86.15137072268936,M,12
858,Starbase 152,89.67142898401224,60.687734157692994,86.86396398234257,A,3
859,Harrod IV,7.12802700551639,15.158429286987996,72.43444063295397,A,14
860,Bajor,95.46600300333074,3.0937644731341973,74.5753379076126,B,17
861,Alpha Centauri,65.46930814313482,97.07421536772482,55.79274451507007,M,19
862,Timor II,38.00745089372053,77.3538891534564,58.466809016582474,A,6
863,Epsilon Indi II,19.715412657287736,98.01089924137669,13.3650581410518,C,4
864,Bopak III,47.91832294435999,47.78784480222424,44.38591884213011,A,7
865,Brentalia,19.4558323185301,53.225753114897614,45.077628388636384,A,19
866,Golana,16.633160774314216,16.833695591913024,95.84978356677402,B,17
867,Manu III,61.73517574129742,24.69074266675856,43.108686262328945,C,16
868,Achrady VII,52.30847245817847,83.85492149028282,54.934264490275766,A,15
869,Modean,67.00960346109417,35.61856471175942,53.32513992791025,A,8
870,Ranous VI,92.96058774219892,82.6814973796419,63.67617170443272,C,19
871,Preenos,53.226021333904015,70.90137242870318,74.82328313318959,M,8
872,Errikang VII,58.09320532627977,17.71709252718655,22.50418761708721,M,18
873,Alpha Onias III,8.962633915494212,50.744636611974215,52.87244190984357,A,16
874,Terosa Prime,71.76357859086295,67.73873215187169,82.59177073160305,A,19
875,Aaamazzara,39.99052068041562,23.50372148038251,46.31147138375115,M,10
876,Dozaria,97.67252386625789,83.06885105200769,27.845754637357302,B,17
877,Orion III,82.31740155956602,54.48276575451868,65.4709075356299,C,13
878,Monea,52.24810405161183,16.52420504426032,82.3767395799123,C,13
879,El-Auria,12.322265417216604,58.29844261646024,6.314029292739132,B,7
880,Garon II,85.94157932805892,99.9713804155914,77.67904834072272,B,10
881,Parvenium system,79.97810954240217,15.052149166341355,82.16479329617712,B,2
882,Turkana IV,18.4585129537033,81.67569301195282,46.15229275886068,B,4
883,Hurada III,29.527828922031006,20.730900318755797,98.33056568184674,B,6
884,Andevian II,79.34072581478372,78.23883294600873,78.6708340707309,B,18
885,Torad V,18.522844654740965,73.45779231214132,77.36625648956658,C,6
886,Gaia,91.77524891713773,30.048938560043236,74.78385744120718,B,17
887,Betelgeuse II,42.45274251963619,32.58231175644498,15.0608103218274,M,14
888,Sigma Draconis,8.703896258765864,79.25213919629192,21.723088645301083,B,11
889,Eminiar VII,81.57486435042809,46.14455118873126,46.3990131464425,B,19
890,Zahl homeworld,37.35096830383876,73.08180287118088,26.400434995946586,C,2
891,Mazar,52.6499194153781,14.798414736583476,41.52409723340404,C,3
892,Lyshan,11.230434441121917,85.25577819015535,88.84641099229206,B,11
893,Founders' homeworld,0.2584014844982385,71.08847166823192,82.43268918792693,C,6
894,Tyree,63.79852057932977,90.69428088348339,63.003987847998225,A,14
895,New Brooklyn IX,51.51751703337316,13.237237903497245,85.81203942511036,C,19
896,Agaron,59.35385691231472,59.30145003605977,78.37723890172492,C,16
897,Veridian IV,79.37438503805163,59.912058504032515,42.89849318408905,C,7
898,Ba'ku,64.66059134228601,35.34607405467825,20.106515204994512,C,8
899,Pernaia Prime,17.477344282737718,45.84664245692578,51.42010400093392,M,19
900,Saltok IV,36.07725191105998,3.798156328985347,73.622888252855,M,16
901,Gemaris V,90.58911047877604,74.5860038627012,43.641959872959305,M,7
902,Orelious IX,76.9944700251679,54.9322479403174,66.67719097838972,B,9
903,Malaya IV,55.663705793671724,5.774105186917378,9.432742629104363,B,13
904,Orion I,25.56449978092723,68.07558929604855,74.80047363714034,A,1
905,Isis III,30.206050183479505,46.67820772311879,81.2713619893062,M,8
906,Vadris III,73.19580675856345,3.4461259425,70.68378557805411,B,4
907,Ocampa homeworld,85.11742608527709,96.96077268480954,96.72635875263656,C,3
908,Gravesworld,67.14246695306144,94.91121430894405,82.66520574606405,C,3
909,Beta Cassius,80.95299757684418,51.290241614719754,90.30937278765383,M,13
910,Inferna Prime,76.6656135200406,9.36724207059102,93.3571083457648,A,8
911,Pentath III,14.970396795695773,75.46212215985918,80.13479918738085,A,7
912,Gamma Canaris IV,42.3944812913302,49.1931100105729,67.4258842006499,C,1
913,Donatu V,15.298380082856266,30.24474782893799,0.5718581360789288,A,16
914,Panora,23.52355848019848,49.14181775285568,46.58257532231247,M,6
915,Triona,86.92596246510526,52.244414540546444,57.1162298622361,C,7
916,Planet X,47.289196563318214,56.27116990223392,30.40302724479996,B,12
917,Axanar,53.53581018426608,44.12237136553265,31.810444690347207,B,9
